transaction_id,product_id,store_id,customer_id,sales_channel_id,promo_id,event_id,quantity_sold,unit_price,total_sales_amount,discount_applied,tax_amount,payment_type,invoice_no,margin,avg_order_value,profit_value,sales_status,created_at,customer_time_id,customer_total_visits,customer_total_purchases,customer_avg_purchase_value,customer_satisfaction_score,customer_loyalty_points_earned,customer_loyalty_points_redeemed,customer_coupon_used,customer_referred_customers_count,customer_days_since_last_purchase,customer_created_at,customer_updated_at,promo_time_id,promo_transaction_id,promo_total_quantity_sold,promo_total_sales_amount,promo_discount_applied,promo_promo_cost,promo_promo_uplift_revenue,promo_new_customers_acquired,reorder_vendor_id,reorder_time_id,reorder_reorder_point_qty,reorder_current_stock_qty,reorder_reorder_qty,reorder_lead_time_days,reorder_avg_demand_per_day,reorder_reorder_status,reorder_expected_delivery_date,reorder_actual_delivery_date,reorder_supplier_rating,reorder_delay_days,reorder_reorder_cost,stock_time_id,stock_opening_stock_qty,stock_received_qty,stock_sold_qty,stock_returned_qty,stock_damaged_qty,stock_closing_stock_qty,stock_in_transit_qty,stock_reserved_qty,stock_stock_value,stock_stock_age_days,forecast_time_id,forecast_forecast_method,forecast_forecast_model_name,forecast_forecast_period_start,forecast_forecast_period_end,forecast_forecast_quantity,forecast_actual_quantity,forecast_forecast_error_pct,forecast_forecast_error_value,forecast_demand_variance,forecast_model_version,forecast_model_accuracy_score,forecast_last_trained_date,impact_impact_type,impact_impact_factor_value,impact_impact_category,impact_weather_influence_score,impact_trend_influence_score,impact_sales_before_impact,impact_sales_after_impact,impact_impact_percentage_change,impact_impact_duration_days,returns_return_id,returns_quantity_returned,returns_return_reason,returns_return_type,returns_refund_amount,returns_return_status,returns_return_approval_date,returns_return_method,returns_inspection,returns_loss_value
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_01,929,253,507,26,6,695,200,57,309689.44,795,T_17,LSTM,DFM_v2,2025-10-13,2025-11-12,391,403,3.07,-12.00,36.00,v8,0.79,"2025-09-10 00:00:00",Holiday,0.26,Neutral,0.15,0.82,11494.66,12530.45,9.01,11,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_01,929,253,507,26,6,695,200,57,309689.44,795,T_17,LSTM,DFM_v2,2025-10-13,2025-11-12,391,403,3.07,-12.00,36.00,v8,0.79,"2025-09-10 00:00:00",Holiday,0.16,Neutral,0.81,1.00,11249.38,13095.10,16.41,8,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_17,919,237,788,13,4,377,198,44,179042.37,826,T_01,RandomForest,DFM_v1,2025-10-13,2025-11-12,162,159,1.85,3.00,2.25,v10,0.79,"2025-09-05 00:00:00",Holiday,0.26,Neutral,0.15,0.82,11494.66,12530.45,9.01,11,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_17,919,237,788,13,4,377,198,44,179042.37,826,T_01,RandomForest,DFM_v1,2025-10-13,2025-11-12,162,159,1.85,3.00,2.25,v10,0.79,"2025-09-05 00:00:00",Holiday,0.16,Neutral,0.81,1.00,11249.38,13095.10,16.41,8,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_17,919,237,788,13,4,377,198,44,179042.37,826,T_17,LSTM,DFM_v2,2025-10-13,2025-11-12,391,403,3.07,-12.00,36.00,v8,0.79,"2025-09-10 00:00:00",Holiday,0.26,Neutral,0.15,0.82,11494.66,12530.45,9.01,11,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000001,P_000001,S_000001,C_000001,CH_000001,PROM_000001,E_000001,2,222.55,414.50,15.30,60.41,"Credit Card",INV-719176,0.12,207.25,49.74,Refunded,"2023-12-20 09:34:59",T_01,4,2,2789.39,4.20,99,11,Yes,0,325,"2024-11-15 09:35:01","2024-12-11 09:35:01",T_01,T_000001,5,1814.51,43.64,116.45,172.82,3,V_000001,T_17,164,130,198,13,48,Approved,"2025-11-13 00:00:00","2025-11-27 00:00:00",3.70,4,14180.53,T_17,919,237,788,13,4,377,198,44,179042.37,826,T_17,LSTM,DFM_v2,2025-10-13,2025-11-12,391,403,3.07,-12.00,36.00,v8,0.79,"2025-09-10 00:00:00",Holiday,0.16,Neutral,0.81,1.00,11249.38,13095.10,16.41,8,R_000001,3,Damaged,Partial,2792.15,Rejected,"2025-10-08 00:00:00","Bank Transfer",No,304.31
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_18,529,193,436,20,8,298,136,74,119937.19,132,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_18,529,193,436,20,8,298,136,74,119937.19,132,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_18,529,193,436,20,8,298,136,74,119937.19,132,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_02,104,76,132,11,24,Delivered,"2025-11-20 00:00:00","2025-11-29 00:00:00",4.40,4,17582.68,T_18,529,193,436,20,8,298,136,74,119937.19,132,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_18,102,94,110,14,44,Delivered,"2025-11-20 00:00:00","2025-11-26 00:00:00",4.10,4,14643.55,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_18,102,94,110,14,44,Delivered,"2025-11-20 00:00:00","2025-11-26 00:00:00",4.10,4,14643.55,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_02,RandomForest,DFM_v1,2025-10-13,2025-11-12,303,216,28.71,87.00,1892.25,v7,0.78,"2025-09-30 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_18,102,94,110,14,44,Delivered,"2025-11-20 00:00:00","2025-11-26 00:00:00",4.10,4,14643.55,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.10,Positive,0.99,0.10,37106.18,34621.69,-6.70,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
T_000002,P_000002,S_000002,C_000002,CH_000002,PROM_000002,E_000002,1,246.01,232.56,13.45,12.43,Wallet,INV-331148,0.20,232.56,46.51,Refunded,"2025-04-22 09:34:59",T_02,2,2,3244.70,4.00,87,45,No,0,103,"2024-11-22 09:35:01","2025-04-10 09:35:01",T_02,T_000002,4,4066.46,139.91,255.72,682.19,1,V_000002,T_18,102,94,110,14,44,Delivered,"2025-11-20 00:00:00","2025-11-26 00:00:00",4.10,4,14643.55,T_02,124,300,9,43,16,442,77,59,53892.47,525,T_18,LSTM,DFM_v1,2025-10-13,2025-11-12,324,267,17.59,57.00,812.25,v5,0.73,"2025-09-19 00:00:00",Holiday,0.32,Neutral,0.48,0.13,35599.57,32383.41,-9.03,13,R_000002,0,Expired,Partial,0.00,Rejected,"2025-10-21 00:00:00","Bank Transfer",No,0.00
